x1__acf_first_min,x1__acf_timescale,x1__ami2,x1__ami_timescale,x1__centroid_freq,x1__dfa,x1__embedding_dist,x1__entropy_pairs,x1__forecast_error,x1__high_fluctuation,x1__low_freq_power,x1__mode_10,x1__mode_5,x1__outlier_timing_neg,x1__outlier_timing_pos,x1__periodicity,x1__rs_range,x1__stretch_decreasing,x1__stretch_high,x1__transition_matrix,x1__trev,x1__whiten_timescale,x2__acf_first_min,x2__acf_timescale,x2__ami2,x2__ami_timescale,x2__centroid_freq,x2__dfa,x2__embedding_dist,x2__entropy_pairs,x2__forecast_error,x2__high_fluctuation,x2__low_freq_power,x2__mode_10,x2__mode_5,x2__outlier_timing_neg,x2__outlier_timing_pos,x2__periodicity,x2__rs_range,x2__stretch_decreasing,x2__stretch_high,x2__transition_matrix,x2__trev,x2__whiten_timescale,x3__acf_first_min,x3__acf_timescale,x3__ami2,x3__ami_timescale,x3__centroid_freq,x3__dfa,x3__embedding_dist,x3__entropy_pairs,x3__forecast_error,x3__high_fluctuation,x3__low_freq_power,x3__mode_10,x3__mode_5,x3__outlier_timing_neg,x3__outlier_timing_pos,x3__periodicity,x3__rs_range,x3__stretch_decreasing,x3__stretch_high,x3__transition_matrix,x3__trev,x3__whiten_timescale,x4__acf_first_min,x4__acf_timescale,x4__ami2,x4__ami_timescale,x4__centroid_freq,x4__dfa,x4__embedding_dist,x4__entropy_pairs,x4__forecast_error,x4__high_fluctuation,x4__low_freq_power,x4__mode_10,x4__mode_5,x4__outlier_timing_neg,x4__outlier_timing_pos,x4__periodicity,x4__rs_range,x4__stretch_decreasing,x4__stretch_high,x4__transition_matrix,x4__trev,x4__whiten_timescale,y
6.0,1.4910620092610394,0.0856243744406844,4.0,0.47680148758225116,0.5121951219512195,0.15881945014478654,2.108013781438258,1.0213800025969533,0.9720670391061452,0.6381360077604687,0.5917347819274685,0.3341251987377698,-0.06666666666666665,-0.022222222222222254,19.0,0.14634146341463414,5.0,11.0,0.0010884353741496596,-0.07793854403632602,0.2,7.0,1.512566035069037,0.06317989769777399,3.0,0.4880034153057285,0.8292682926829268,0.14311432603314858,2.0957356427415723,1.020507796037465,0.9608938547486033,0.6135923151542969,0.271200568586095,0.02145774329460326,0.3833333333333333,-0.11111111111111116,10.0,0.1951219512195122,7.0,11.0,0.006887052341597796,0.08226461354496561,0.25,8.0,1.6052674338906296,0.06435296109311957,4.0,0.5367853474220031,0.8536585365853658,0.1504720351029865,2.1066841622752244,0.9956649732898794,0.9664804469273743,0.5399612373357813,0.05966698990995778,-0.2050324053300765,0.18333333333333335,-0.061111111111111116,13.0,0.1951219512195122,7.0,14.0,0.006802721088435375,0.05760298022031547,0.2,5.0,2.001931690909539,0.09197875644773496,3.0,0.5055904454447557,0.8536585365853658,0.18368616010057318,2.0808043628297046,0.9749967640451764,0.9720670391061452,0.5890486225481251,0.15176493929459167,0.4522938430301999,-0.16666666666666663,0.04166666666666674,8.0,0.14634146341463414,5.0,11.0,0.013333333333333334,0.21927581626319245,0.2,3.0
6.0,1.4973810417986386,0.08570679770696019,4.0,0.48016550681990466,0.4878048780487805,0.15809018762510935,2.111709526883427,1.0214972333392225,0.9720670391061452,0.6135923151542969,0.5895333398539171,0.3314992468700073,-0.06666666666666665,-0.033333333333333326,19.0,0.17073170731707318,5.0,11.0,0.01414965986394558,-0.07836158158365039,0.2,7.0,1.5013782053790998,0.05958853243280714,2.0,0.48088054972096816,0.4878048780487805,0.14581784973766948,2.0957356427415723,1.023378700269693,0.9608938547486033,0.6135923151542969,0.27617183829494607,0.028913425172362506,0.37777777777777777,-0.12222222222222223,10.0,0.14634146341463414,7.0,11.0,0.008953168044077135,0.07985350367962238,0.25,8.0,1.6401706494910666,0.0701820220679104,4.0,0.544558544541662,0.36585365853658536,0.15156948678266208,2.1020050678247433,0.9860912797382393,0.9664804469273743,0.5399612373357813,0.06388861563966386,-0.19969757555175582,0.21111111111111103,-0.07222222222222219,13.0,0.1951219512195122,7.0,14.0,0.011700680272108844,0.05485529661719499,0.2,5.0,1.9854840564593212,0.0903722557264112,3.0,0.5046567264534679,0.8536585365853658,0.1839529993800442,2.081603961296576,0.9731800114339814,0.9720670391061452,0.5890486225481251,0.148733904727131,0.4492478271391531,-0.18055555555555558,0.02777777777777768,8.0,0.14634146341463414,5.0,11.0,0.0010884353741496596,0.22095854460923586,0.2,3.0
6.0,1.511513169734283,0.08497521108197544,3.0,0.4852567043303329,0.14634146341463414,0.1581783351387182,2.1073014486539985,1.0216260874311618,0.9720670391061452,0.6135923151542969,0.5887913282699639,0.33057308692865495,-0.03888888888888886,-0.0444444444444444,11.0,0.1951219512195122,5.0,11.0,0.01414965986394558,-0.09833852874461894,0.2,7.0,1.5132263397916192,0.06560564302441849,2.0,0.4812889090783701,0.8536585365853658,0.14664007486812233,2.0957356427415723,1.0173446823561811,0.9608938547486033,0.6135923151542969,0.2783255446628763,0.03186901586166213,0.3666666666666667,-0.1333333333333333,10.0,0.1951219512195122,7.0,11.0,0.00946969696969697,0.1022855244434224,0.25,8.0,1.6552155255414827,0.07157079828185829,4.0,0.5504305962728713,0.8536585365853658,0.1521756538338642,2.09034465820939,0.9841938481156116,0.9664804469273743,0.5399612373357813,0.06949096523731968,-0.1934276846221772,0.2333333333333334,-0.08333333333333331,13.0,0.1951219512195122,7.0,14.0,0.005170068027210884,0.0574792560425708,0.2,5.0,1.9969711812728321,0.0903722557264112,3.0,0.5049333115206441,0.8536585365853658,0.18342390756258103,2.0790159238032455,0.9715500252590408,0.9720670391061452,0.5890486225481251,0.1455963959285418,0.4465229176377623,-0.18888888888888888,0.016666666666666607,8.0,0.14634146341463414,5.0,11.0,0.006802721088435375,0.2233291560530978,0.2,3.0
6.0,1.4959838487743178,0.08457389292940365,4.0,0.48101945509132726,0.8048780487804879,0.15788145213383645,2.11566651579648,1.016554531926851,0.9720670391061452,0.6135923151542969,0.5897158317860789,0.3313730227695124,-0.050000000000000044,-0.05555555555555558,18.0,0.8536585365853658,5.0,11.0,0.005986394557823129,-0.08880717977063018,0.2,7.0,1.5445021364361233,0.056153402126532345,3.0,0.49015870641736087,0.4878048780487805,0.1450900898264986,2.0957356427415723,1.0071679757083507,0.9608938547486033,0.6135923151542969,0.27732197456658914,0.029542026893844553,0.3999999999999999,-0.1444444444444445,11.0,0.14634146341463414,7.0,11.0,0.0012052341597796135,0.09954851966442889,0.25,8.0,1.6772250551032344,0.07288182272757172,4.0,0.5541996285538285,0.6341463414634146,0.152307453974182,2.0829777872687423,0.9855680373465477,0.9664804469273743,0.5154175447296094,0.0682592143093812,-0.19485977247001118,0.22777777777777786,-0.09444444444444444,10.0,0.14634146341463414,7.0,14.0,0.010068027210884354,0.031816981911408096,0.2,6.0,2.0275139635005828,0.09104731433078261,3.0,0.5121501937358571,0.8536585365853658,0.18202035140425935,2.0716396336964973,0.9713474744011624,0.9720670391061452,0.5645049299419531,0.14059073488589147,0.44306122054682207,-0.19444444444444442,0.005555555555555536,8.0,0.14634146341463414,5.0,11.0,0.0019047619047619043,0.19926320154782992,0.2,3.0
6.0,1.499918078132832,0.0853779835224938,4.0,0.48164027551828736,0.8536585365853658,0.15736569022872574,2.1185975397709758,1.010324372161054,0.9720670391061452,0.6135923151542969,0.5914335565145834,0.33293040500882154,-0.061111111111111116,-0.06666666666666665,19.0,0.5121951219512195,5.0,11.0,0.010068027210884354,-0.08925671416164419,0.2,6.0,1.6043528742597486,0.057667881009850486,3.0,0.5060916883205259,0.8536585365853658,0.14455688287701018,2.0957356427415723,1.0063365026297009,0.9608938547486033,0.5645049299419531,0.27661100681911166,0.028411476597662633,0.3999999999999999,-0.15555555555555556,10.0,0.14634146341463414,7.0,11.0,0.007403581267217631,0.09624923306953041,0.25,8.0,1.6935840651853868,0.07428038266799035,4.0,0.5576232556685657,0.14634146341463414,0.15155400254505932,2.0857238270538896,0.98919824226436,0.9664804469273743,0.5154175447296094,0.07487596846017697,-0.1889204412271719,0.21666666666666656,-0.09999999999999998,13.0,0.21951219512195122,7.0,14.0,0.009251700680272111,0.037775528741008875,0.2,5.0,2.0038361377225264,0.09104731433078261,3.0,0.5081559167325478,0.8536585365853658,0.18287533575913759,2.0781761817939737,0.9698368832884992,0.9720670391061452,0.5890486225481251,0.1353418901753809,0.43677367327975714,-0.2055555555555556,0.0,8.0,0.14634146341463414,5.0,11.0,0.005170068027210884,0.21681280749165793,0.2,3.0
6.0,1.5046299455204108,0.08377257555036212,4.0,0.4864661573391542,0.7804878048780488,0.15621661234906523,2.111330025511721,1.009925452891821,0.9720670391061452,0.6135923151542969,0.6005420739110414,0.3424023920675372,-0.011111111111111072,-0.07222222222222219,18.0,0.17073170731707318,5.0,11.0,0.0019047619047619043,-0.07356646651227308,0.2,6.0,1.5584881605955205,0.06257274995581714,3.0,0.49411018265250795,0.4878048780487805,0.14529052849762364,2.094601954964197,1.022202713604361,0.9608938547486033,0.6135923151542969,0.26577246424747547,0.018375371704833277,0.38888888888888884,-0.15000000000000002,10.0,0.14634146341463414,7.0,11.0,0.011019283746556474,0.17038008963896,0.25,8.0,1.6959828364467024,0.07428038266799035,4.0,0.5576019073808434,0.14634146341463414,0.151913079357569,2.0900047898425558,0.9884014907206795,0.9664804469273743,0.5154175447296094,0.0775319059305497,-0.18607702502700518,0.21111111111111103,-0.11111111111111116,13.0,0.17073170731707318,7.0,14.0,0.006802721088435375,0.03756786898084498,0.2,5.0,2.0114355536304416,0.09197875644773496,3.0,0.5069686204376314,0.8536585365853658,0.18263097554214125,2.088441863704489,0.9685938482116789,0.9720670391061452,0.5890486225481251,0.14001356624769534,0.4414317409097528,-0.21666666666666667,-0.011111111111111072,8.0,0.17073170731707318,5.0,11.0,0.010068027210884355,0.1929527840987347,0.2,3.0
6.0,1.4809625196838088,0.08348808144130052,4.0,0.48059746994235963,0.8536585365853658,0.15564648014420546,2.1162238121978314,1.0122454385526056,0.9720670391061452,0.6135923151542969,0.08114676223391198,0.3398832392615685,0.005555555555555536,-0.08333333333333337,18.0,0.14634146341463414,5.0,11.0,0.014965986394557824,-0.07200449888368037,0.2,6.0,1.5359278434874013,0.06041381045967768,3.0,0.4901255733374182,0.8536585365853658,0.1458473771890693,2.1033902857036137,1.0197357666999862,0.9608938547486033,0.6135923151542969,0.2772669579882794,0.030621256788190276,0.37777777777777777,-0.1611111111111111,10.0,0.14634146341463414,7.0,11.0,0.009469696969696972,0.07436188661261066,0.25,8.0,1.6930724633647825,0.07428038266799035,4.0,0.5580171717893422,0.14634146341463414,0.1520321927302008,2.092786621281384,0.9870896856309699,0.9664804469273743,0.5154175447296094,0.07508934201519746,-0.18853775868615386,0.19999999999999996,-0.12222222222222223,13.0,0.17073170731707318,7.0,14.0,0.0043537414965986385,0.03946398410302447,0.2,5.0,2.0536197299669805,0.0999850234536726,3.0,0.5107000966368805,0.8536585365853658,0.18199592486750946,2.093083293896277,0.9710697035704237,0.9720670391061452,0.5645049299419531,0.14296808474776057,0.4450960939745159,-0.22777777777777775,0.0,8.0,0.17073170731707318,5.0,11.0,0.003537414965986394,0.21869456742099333,0.2,3.0
6.0,1.4554184138457418,0.08026054835666165,4.0,0.46837209084913006,0.43902439024390244,0.1563333330862402,2.118831037997974,1.0145313652609436,0.9720670391061452,0.6381360077604687,0.08349496943546297,0.3410095277792702,0.011111111111111072,-0.09444444444444444,19.0,0.14634146341463414,5.0,11.0,0.014965986394557824,-0.09240335685377275,0.2,6.0,1.5264915628244229,0.06324222801601327,3.0,0.48558003005838246,0.8536585365853658,0.14560263805736007,2.1033902857036137,1.018569556127187,0.9608938547486033,0.6135923151542969,0.28284546175066216,0.03602044219730349,0.3666666666666667,-0.17222222222222228,10.0,0.21951219512195122,7.0,11.0,0.0017217630853994482,0.07892714403200189,0.25,8.0,1.6668737154108304,0.07428038266799035,4.0,0.5563150548970606,0.14634146341463414,0.15378970235388048,2.0932474857706547,0.9881473063576978,0.9664804469273743,0.5154175447296094,0.06584359834824438,-0.19634720279053441,0.18888888888888888,-0.11111111111111116,13.0,0.17073170731707318,7.0,14.0,0.005986394557823129,0.049014927022174505,0.2,5.0,2.054004589596125,0.0999850234536726,3.0,0.5094714294580236,0.8292682926829268,0.1818798099586813,2.0933627400090966,0.9706453881918763,0.9720670391061452,0.5645049299419531,0.1433545652778494,0.44543779616054135,-0.23888888888888893,-0.011111111111111072,8.0,0.17073170731707318,5.0,11.0,0.006802721088435375,0.2120382526337748,0.2,3.0
6.0,1.463415556708945,0.07771479310680948,3.0,0.4653952092571933,0.14634146341463414,0.15588251085185487,2.118831037997974,1.0148046646708575,0.9720670391061452,0.6381360077604687,0.08293650627570853,0.3407114097076287,0.02777777777777768,-0.10555555555555551,18.0,0.14634146341463414,5.0,11.0,0.005986394557823129,-0.09399613072450896,0.2,6.0,1.5199246638625998,0.0641791019231137,3.0,0.4765645238464816,0.8536585365853658,0.14496741308303487,2.0957356427415723,1.021498464460528,0.9608938547486033,0.6135923151542969,0.2943216174199046,0.04684195063518237,0.3555555555555556,-0.16666666666666663,10.0,0.17073170731707318,7.0,11.0,0.013601928374655646,0.0819429429242474,0.25,8.0,1.6765953538800922,0.07351993313568572,4.0,0.5584489283051195,0.8536585365853658,0.15373784255425854,2.0926427926212567,0.9801321153178625,0.9664804469273743,0.5154175447296094,0.06208263062590347,-0.2001125923563778,0.1777777777777778,-0.12222222222222223,13.0,0.2682926829268293,7.0,14.0,0.010068027210884354,0.03708411672977913,0.2,5.0,2.053903494808291,0.10090441896530664,3.0,0.5091069242814213,0.8536585365853658,0.18190303978721262,2.0924786007468796,0.9691611778004249,0.9720670391061452,0.5645049299419531,0.14319908226610267,0.44530713024230706,-0.25,-0.022222222222222254,8.0,0.17073170731707318,5.0,11.0,0.004353741496598639,0.21207196705659795,0.2,3.0
6.0,1.412513812394693,0.06539584616577646,3.0,0.45713591045396634,0.43902439024390244,0.15555117864811902,2.1294136766847886,1.0270702949521908,0.9720670391061452,0.6381360077604687,0.07266775253746399,0.33047575792617834,0.022222222222222143,-0.1166666666666667,18.0,0.14634146341463414,5.0,11.0,0.008435374149659863,-0.014320933924757799,0.2,6.0,1.5039738722112646,0.0654372073084042,3.0,0.47412582910972084,0.8536585365853658,0.14474328771348757,2.0968294082748464,1.0243043822331948,0.9608938547486033,0.6135923151542969,0.2943524816985046,0.04686987792528774,0.34444444444444455,-0.1777777777777778,10.0,0.17073170731707318,6.0,11.0,0.004820936639118457,0.08169025850144626,0.25,8.0,1.7012967948094628,0.07760533336612473,4.0,0.5615444618375511,0.17073170731707318,0.1535468430948687,2.096104271261966,0.958644252038278,0.9664804469273743,0.5154175447296094,0.06352856614666313,-0.19885283209832938,0.16666666666666674,-0.1333333333333333,13.0,0.2682926829268293,7.0,14.0,0.014965986394557821,0.037169256777838784,0.2,5.0,2.0488498907504655,0.10583522614444027,3.0,0.5058538995237872,0.8292682926829268,0.1841385127790142,2.094458379277916,0.9693499697101969,0.9720670391061452,0.5645049299419531,0.14957739222040267,0.4493342364915436,-0.25555555555555554,-0.033333333333333326,8.0,0.1951219512195122,5.0,11.0,0.0043537414965986385,0.1927893351208226,0.2,3.0
