fold,scenario,detector,t_fit_pipeline_s,n_train_samples,t_fit_por_amostra_ms
0,baseline,,7.784927083179355,517638,0.0150393268716349
1,baseline,,7.319065677002072,513680,0.0142482979228353
2,baseline,,8.23066771775484,522370,0.0157563943521925
3,baseline,,8.014833817258477,516713,0.0155111905782484
4,baseline,,7.747583582997322,516023,0.0150140276363598
5,baseline,,7.440466525033116,521190,0.0142759195783363
6,baseline,,7.683623440563679,519476,0.0147911038056881
7,baseline,,7.999469419941306,520974,0.0153548342526523
8,baseline,,8.119113625958562,522247,0.0155465012263518
9,baseline,,8.124786537140608,519863,0.0156287070577067
0,catch24,,41.68618853017688,515316,0.0808944192110799
1,catch24,,41.36456994339824,511358,0.0808916061612377
2,catch24,,42.78462647087872,520048,0.082270533625509
3,catch24,,42.0064316727221,514391,0.0816624545777863
4,catch24,,41.8479427844286,513701,0.0814636194681898
5,catch24,,42.93201324343681,518868,0.0827416862158329
6,catch24,,41.916472628712654,517154,0.0810522061682064
7,catch24,,42.008390095084906,518652,0.0809953303854702
8,catch24,,42.428908405825496,519925,0.0816058246974573
9,catch24,,42.55702447146177,517541,0.0822292812964804
0,drift,GeometricMovingAverage,9.624733304604888,517638,0.0185935601802898
1,drift,GeometricMovingAverage,9.71342434361577,513680,0.0189094851729009
2,drift,GeometricMovingAverage,10.127493737265468,522370,0.0193875868393389
3,drift,GeometricMovingAverage,9.782184012234213,516713,0.0189315616449251
4,drift,GeometricMovingAverage,9.599841272458434,516023,0.0186035143248623
5,drift,GeometricMovingAverage,10.055646060034633,521190,0.0192936281587034
6,drift,GeometricMovingAverage,9.718241693452,519476,0.0187077780175638
7,drift,GeometricMovingAverage,9.782354023307562,520974,0.0187770484195133
8,drift,GeometricMovingAverage,9.80089451186359,522247,0.0187667799180533
9,drift,GeometricMovingAverage,9.60376438125968,519863,0.0184736447511357
0,catch24_drift,CUSUM,29.21222841180861,515316,0.0566879903046065
1,catch24_drift,CUSUM,27.864114828407764,511358,0.0544904251589058
2,catch24_drift,CUSUM,28.731536775827408,520048,0.0552478555360801
3,catch24_drift,CUSUM,28.631252821534872,514391,0.0556604855480264
4,catch24_drift,CUSUM,28.189147481694818,513701,0.0548746206094495
5,catch24_drift,CUSUM,28.391204936429855,518868,0.0547175870094703
6,catch24_drift,CUSUM,28.98483327589929,517154,0.056046812508265
7,catch24_drift,CUSUM,27.99970130063593,518652,0.0539855265199708
8,catch24_drift,CUSUM,27.97890718281269,519925,0.0538133522773721
9,catch24_drift,CUSUM,28.784889053553343,517541,0.0556185675213236
